"","Point est.","Upper C.I."
"rain1[1]",1.00324132506215,1.00428211542196
"rain1[2]",1.00035047927593,1.00052240104123
"rain1[3]",1.00237420636861,1.0027419831916
"rain1[4]",1.00237970448916,1.00740941319066
"rain2[1]",1.00091424659642,1.00200377084416
"rain2[2]",1.00029326338903,1.00046894931267
"rain2[3]",1.00050832368742,1.00120773791814
"rain2[4]",1.00288988715785,1.00767607828115
"temp1[1]",1.00075549513743,1.00166728898391
"temp1[2]",1.00053986737094,1.00137629039428
"temp1[3]",1.00108845257338,1.00299080065602
"temp1[4]",1.00122242051434,1.00322935579391
"temp2[1]",1.00211664623147,1.00520297457222
"temp2[2]",1.00073924404602,1.00256876336618
"temp2[3]",1.00107452685737,1.0025623416617
"temp2[4]",1.00184309864059,1.00647742576035
