"","Point est.","Upper C.I."
"intYr[2,13]",1.00067016049914,1.00237037195752
"intYr[3,13]",1.00327671000884,1.01072800922848
"intYr[4,13]",1.00049602231412,1.00139865058851
"intercept[1]",1.00059980994679,1.00185690782387
"intercept[2]",1.0003382139298,1.00125909637541
"intercept[3]",1.00257537631666,1.00920641525888
"intercept[4]",1.00009846981312,1.00015652666786
"rain1[1]",1.00211036564876,1.00631928243701
"rain1[2]",1.00325508952563,1.0103882307494
"rain1[3]",1.0020901898099,1.00688284353966
"rain1[4]",1.00251205491332,1.00859498969489
"rain2[1]",1.00048242588777,1.001149148682
"rain2[2]",1.00015674925694,1.00026897281752
"rain2[3]",1.0012129712013,1.00131317383661
"rain2[4]",1.00011300915256,1.00029504947383
"temp1[1]",1.00330378157056,1.01095410355529
"temp1[2]",1.00207719363517,1.00643609678364
"temp1[3]",1.00209004285692,1.00652857615576
"temp1[4]",1.00222107694399,1.00738367855736
"temp2[1]",1.00298369901821,1.01042044927424
"temp2[2]",1.00217550437753,1.0075809569855
"temp2[3]",1.00242845141393,1.00814274673313
"temp2[4]",1.00473753689148,1.01678341606617
