"quad","year","totCover","Species","propCover"
"E1",36,19.3393286945426,"BOGR",0.00193393286945426
"E2",36,946.78905871453,"BOGR",0.094678905871453
"E3",36,0,"BOGR",0
"E4",36,857.208020959156,"BOGR",0.0857208020959156
"E6",36,1010.16689080954,"BOGR",0.101016689080954
"F1",36,127.026908372081,"BOGR",0.0127026908372081
"F2",36,530.117582191164,"BOGR",0.0530117582191164
"F3",36,407.603189779275,"BOGR",0.0407603189779275
"F4",36,0,"BOGR",0
"F5",36,623.227183517915,"BOGR",0.0623227183517915
"F8",36,480.492469788893,"BOGR",0.0480492469788893
"D2",36,0,"BOGR",0
"A4",36,0,"BOGR",0
"A6",36,0,"BOGR",0
"D4",36,0,"BOGR",0
"E5",36,0,"BOGR",0
"F6",36,0,"BOGR",0
"A10",36,0,"BOGR",0
"A8",36,0,"BOGR",0
"A9",36,0,"BOGR",0
"E7",36,0,"BOGR",0
"F7",36,0,"BOGR",0
"A1",37,27.1016868751093,"BOGR",0.00271016868751093
"A12",37,191.608440688656,"BOGR",0.0191608440688656
"A2",37,0,"BOGR",0
"A3",37,0,"BOGR",0
"A5",37,4.25698359130048,"BOGR",0.000425698359130048
"A7",37,8.3481427816667,"BOGR",0.00083481427816667
"B1",37,321.779090184372,"BOGR",0.0321779090184372
"B2",37,0,"BOGR",0
"B3",37,0,"BOGR",0
"B4",37,2.75231897830963,"BOGR",0.000275231897830963
"B5",37,21.8212032631008,"BOGR",0.00218212032631008
"B6",37,140.258293634426,"BOGR",0.0140258293634426
"C1",37,149.385541927668,"BOGR",0.0149385541927668
"C2",37,55.3399150341708,"BOGR",0.00553399150341708
"C3",37,430.582345194335,"BOGR",0.0430582345194335
"C4",37,267.766261625229,"BOGR",0.0267766261625229
"C5",37,0.500977039337158,"BOGR",5.00977039337158e-05
"C6",37,7.62207298890582,"BOGR",0.000762207298890582
"D1",37,8.38283671495477,"BOGR",0.000838283671495477
"D3",37,75.1473792522267,"BOGR",0.00751473792522267
"D5",37,118.514208191206,"BOGR",0.0118514208191206
"E1",37,12.2919546605042,"BOGR",0.00122919546605042
"E2",37,227.967916086899,"BOGR",0.0227967916086899
"E3",37,0,"BOGR",0
"E4",37,38.5571650368051,"BOGR",0.00385571650368051
"E6",37,15.2370689596939,"BOGR",0.00152370689596939
"F1",37,43.5666586320335,"BOGR",0.00435666586320335
"F2",37,39.815425310002,"BOGR",0.0039815425310002
"F3",37,2.49877572059631,"BOGR",0.000249877572059631
"F4",37,0,"BOGR",0
"F5",37,125.751272761149,"BOGR",0.0125751272761149
"F8",37,22.5195288658142,"BOGR",0.00225195288658142
"D2",37,0,"BOGR",0
"A4",37,0,"BOGR",0
"A6",37,0,"BOGR",0
"D4",37,0,"BOGR",0
"E5",37,0,"BOGR",0
"F6",37,0,"BOGR",0
"A10",37,0,"BOGR",0
"A8",37,0,"BOGR",0
"A9",37,0,"BOGR",0
"E7",37,0,"BOGR",0
"F7",37,0,"BOGR",0
"A1",38,123.286350235147,"BOGR",0.0123286350235147
"A11",38,208.620294799368,"BOGR",0.0208620294799368
"A12",38,91.0622435419939,"BOGR",0.00910622435419939
"A2",38,0,"BOGR",0
"A3",38,0,"BOGR",0
"A5",38,2.23912298679352,"BOGR",0.000223912298679352
"A7",38,24.4810963066661,"BOGR",0.00244810963066661
"C1",38,385.009836188358,"BOGR",0.0385009836188358
"C2",38,67.3695617770508,"BOGR",0.00673695617770508
"C3",38,703.179071805932,"BOGR",0.0703179071805932
"C4",38,403.129370489844,"BOGR",0.0403129370489844
"C5",38,0,"BOGR",0
"C6",38,9.27028196750468,"BOGR",0.000927028196750468
"D1",38,15.2247953708489,"BOGR",0.00152247953708489
"D3",38,146.005598382179,"BOGR",0.0146005598382179
"D5",38,504.524892652636,"BOGR",0.0504524892652636
"E1",38,26.9443826072897,"BOGR",0.00269443826072897
"E2",38,590.224223979259,"BOGR",0.0590224223979259
"E3",38,0,"BOGR",0
"E4",38,61.324381114436,"BOGR",0.0061324381114436
"E6",38,3.50367277860641,"BOGR",0.000350367277860641
"F1",38,138.126763306646,"BOGR",0.0138126763306646
"F2",38,312.704904520924,"BOGR",0.0312704904520924
"F3",38,0.748410820960998,"BOGR",7.48410820960998e-05
"F4",38,0,"BOGR",0
"F5",38,654.537109930309,"BOGR",0.0654537109930309
"F8",38,68.1342441964731,"BOGR",0.00681342441964731
"D2",38,0,"BOGR",0
"A4",38,0,"BOGR",0
"A6",38,0,"BOGR",0
"D4",38,0,"BOGR",0
"E5",38,0,"BOGR",0
"A10",38,0,"BOGR",0
"A8",38,0,"BOGR",0
"A9",38,0,"BOGR",0
"E7",38,0,"BOGR",0
"F7",38,0,"BOGR",0
"A1",39,472.573256288837,"BOGR",0.0472573256288837
"A11",39,283.354243668515,"BOGR",0.0283354243668515
"A12",39,281.042234519766,"BOGR",0.0281042234519766
"A2",39,0,"BOGR",0
"A3",39,0,"BOGR",0
"A5",39,11.1080741743796,"BOGR",0.00111080741743796
"A7",39,71.0158313528772,"BOGR",0.00710158313528772
"B1",39,644.794876091704,"BOGR",0.0644794876091704
"B2",39,0,"BOGR",0
"B3",39,0,"BOGR",0
"B4",39,14.6254938261194,"BOGR",0.00146254938261194
"B5",39,191.206886095829,"BOGR",0.0191206886095829
"B6",39,466.235402565777,"BOGR",0.0466235402565777
"C1",39,450.801297258298,"BOGR",0.0450801297258298
"C2",39,71.3641123025799,"BOGR",0.00713641123025799
"C3",39,583.422797766596,"BOGR",0.0583422797766596
"C4",39,1552.9335640084,"BOGR",0.15529335640084
"C5",39,0,"BOGR",0
"C6",39,136.347312520526,"BOGR",0.0136347312520526
"D1",39,35.4497624682408,"BOGR",0.00354497624682408
"D3",39,583.019764067914,"BOGR",0.0583019764067914
"D5",39,334.099501400768,"BOGR",0.0334099501400768
"E1",39,82.3006809262519,"BOGR",0.00823006809262519
"E2",39,1235.66558774405,"BOGR",0.123566558774405
"E3",39,0,"BOGR",0
"E4",39,377.461914017398,"BOGR",0.0377461914017398
"E6",39,7.7420361931988,"BOGR",0.00077420361931988
"F1",39,176.186997811781,"BOGR",0.0176186997811781
"F2",39,239.816440370177,"BOGR",0.0239816440370177
"F3",39,9.32428030953398,"BOGR",0.000932428030953398
"F4",39,0,"BOGR",0
"F5",39,1139.41215931269,"BOGR",0.113941215931269
"F8",39,117.504637278154,"BOGR",0.0117504637278154
"D2",39,0,"BOGR",0
"A4",39,0,"BOGR",0
"D4",39,0,"BOGR",0
"E5",39,0,"BOGR",0
"A10",39,0,"BOGR",0
"A8",39,0,"BOGR",0
"A9",39,0,"BOGR",0
"E7",39,0,"BOGR",0
"F7",39,0,"BOGR",0
"A1",40,803.898905102483,"BOGR",0.0803898905102483
"A11",40,312.574983245969,"BOGR",0.0312574983245969
"A12",40,854.127649912637,"BOGR",0.0854127649912637
"A2",40,0.250488519668579,"BOGR",2.50488519668579e-05
"A3",40,0,"BOGR",0
"A5",40,25.4896452324306,"BOGR",0.00254896452324306
"A7",40,220.323055481085,"BOGR",0.0220323055481085
"B1",40,898.207042235278,"BOGR",0.0898207042235278
"B2",40,0,"BOGR",0
"B3",40,0,"BOGR",0
"B4",40,34.6665760600295,"BOGR",0.00346665760600295
"B5",40,538.795740348991,"BOGR",0.0538795740348991
"B6",40,2044.66547595765,"BOGR",0.204466547595765
"C1",40,1299.50310831233,"BOGR",0.129950310831233
"C2",40,104.903020646648,"BOGR",0.0104903020646648
"C3",40,1401.60542606551,"BOGR",0.140160542606551
"C5",40,0,"BOGR",0
"C6",40,352.00098768778,"BOGR",0.035200098768778
"D1",40,137.878128872148,"BOGR",0.0137878128872148
"D3",40,1007.9908001079,"BOGR",0.10079908001079
"D5",40,477.908564166361,"BOGR",0.0477908564166361
"E1",40,199.319399709392,"BOGR",0.0199319399709392
"E2",40,2288.53373229554,"BOGR",0.228853373229554
"E3",40,0,"BOGR",0
"E4",40,818.067909940222,"BOGR",0.0818067909940222
"E6",40,24.5165617601248,"BOGR",0.00245165617601248
"F1",40,440.029891091213,"BOGR",0.0440029891091213
"F2",40,360.353659971304,"BOGR",0.0360353659971304
"F3",40,41.1061969326248,"BOGR",0.00411061969326248
"F4",40,0.250488519668579,"BOGR",2.50488519668579e-05
"F5",40,1813.04154747859,"BOGR",0.181304154747859
"F8",40,492.897095845773,"BOGR",0.0492897095845773
"D2",40,0,"BOGR",0
"A4",40,0,"BOGR",0
"D4",40,0,"BOGR",0
"E5",40,0,"BOGR",0
"A10",40,0,"BOGR",0
"A8",40,0,"BOGR",0
"A9",40,0,"BOGR",0
"E7",40,0,"BOGR",0
"F7",40,0,"BOGR",0
"A1",41,840.076160956984,"BOGR",0.0840076160956984
"A11",41,363.698886048665,"BOGR",0.0363698886048665
"A12",41,1287.22134496497,"BOGR",0.128722134496497
"A2",41,0,"BOGR",0
"A3",41,0,"BOGR",0
"A5",41,38.5961621319185,"BOGR",0.00385961621319185
"A7",41,275.756116002587,"BOGR",0.0275756116002587
"B1",41,1635.59233475057,"BOGR",0.163559233475057
"B2",41,0,"BOGR",0
"B3",41,0,"BOGR",0
"B4",41,15.0527408069588,"BOGR",0.00150527408069588
"B5",41,821.42527668517,"BOGR",0.082142527668517
"B6",41,1383.85390160922,"BOGR",0.138385390160922
"C1",41,1231.75762082887,"BOGR",0.123175762082887
"C2",41,179.578846121332,"BOGR",0.0179578846121332
"C3",41,1587.26553911634,"BOGR",0.158726553911634
"C5",41,1.0421238268669,"BOGR",0.00010421238268669
"C6",41,527.607861870393,"BOGR",0.0527607861870393
"D1",41,215.984386333793,"BOGR",0.0215984386333793
"D3",41,1345.67643299766,"BOGR",0.134567643299766
"D5",41,765.110186584359,"BOGR",0.0765110186584359
"E1",41,267.783590564772,"BOGR",0.0267783590564772
"E2",41,2511.0469902476,"BOGR",0.25110469902476
"E3",41,0,"BOGR",0
"E4",41,1561.98512097924,"BOGR",0.156198512097924
"E6",41,60.1737710526289,"BOGR",0.00601737710526289
"F1",41,427.776353203647,"BOGR",0.0427776353203647
"F2",41,302.318997962288,"BOGR",0.0302318997962288
"F3",41,25.2555137431962,"BOGR",0.00252555137431962
"F4",41,0,"BOGR",0
"F5",41,1778.85464698542,"BOGR",0.177885464698542
"F8",41,780.932737527926,"BOGR",0.0780932737527926
"D2",41,0,"BOGR",0
"A4",41,0,"BOGR",0
"D4",41,0,"BOGR",0
"E5",41,0,"BOGR",0
"A10",41,0,"BOGR",0
"A8",41,0,"BOGR",0
"A9",41,0,"BOGR",0
"E7",41,0,"BOGR",0
"F7",41,0,"BOGR",0
"A1",42,1349.23929386674,"BOGR",0.134923929386674
"A11",42,655.721153426603,"BOGR",0.0655721153426603
"A12",42,2651.6417828247,"BOGR",0.26516417828247
"A2",42,0,"BOGR",0
"A3",42,0,"BOGR",0
"A5",42,107.998270067947,"BOGR",0.0107998270067947
"A7",42,497.17527565432,"BOGR",0.049717527565432
"B1",42,3659.44761315507,"BOGR",0.365944761315507
"B2",42,0,"BOGR",0
"B3",42,0,"BOGR",0
"B4",42,40.9620178548048,"BOGR",0.00409620178548048
"B5",42,1628.34386550408,"BOGR",0.162834386550408
"B6",42,2409.60179339202,"BOGR",0.240960179339202
"C1",42,2131.51967645912,"BOGR",0.213151967645912
"C2",42,307.048939514989,"BOGR",0.0307048939514989
"C3",42,2589.1898898323,"BOGR",0.25891898898323
"C5",42,65.1528576726906,"BOGR",0.00651528576726906
"C6",42,1120.82219236294,"BOGR",0.112082219236294
"D1",42,693.772360064886,"BOGR",0.0693772360064886
"D3",42,2301.2441120969,"BOGR",0.23012441120969
"D5",42,1112.73791974653,"BOGR",0.111273791974653
"E1",42,413.124594204302,"BOGR",0.0413124594204302
"E2",42,4689.32378048027,"BOGR",0.468932378048027
"E3",42,6.51357335931835,"BOGR",0.000651357335931835
"E4",42,2524.20975792594,"BOGR",0.252420975792594
"E6",42,156.579349412153,"BOGR",0.0156579349412153
"F1",42,355.359290921871,"BOGR",0.0355359290921871
"F2",42,481.808575496293,"BOGR",0.0481808575496293
"F3",42,63.7542777276298,"BOGR",0.00637542777276298
"F4",42,0,"BOGR",0
"F5",42,2042.40080414676,"BOGR",0.204240080414676
"F8",42,1696.93666550753,"BOGR",0.169693666550753
"D2",42,0,"BOGR",0
"A4",42,0,"BOGR",0
"D4",42,0,"BOGR",0
"E5",42,0,"BOGR",0
"A10",42,0,"BOGR",0
"A8",42,0,"BOGR",0
"A9",42,0,"BOGR",0
"E7",42,0,"BOGR",0
"F7",42,0,"BOGR",0
"A1",43,1602.09765895095,"BOGR",0.160209765895095
"A11",43,671.806181037608,"BOGR",0.0671806181037608
"A12",43,2758.89578121498,"BOGR",0.275889578121498
"A2",43,0,"BOGR",0
"A3",43,0,"BOGR",0
"A5",43,90.0002572167707,"BOGR",0.00900002572167707
"A7",43,527.635787174619,"BOGR",0.0527635787174619
"B2",43,0,"BOGR",0
"B3",43,0,"BOGR",0
"B4",43,50.4919513024194,"BOGR",0.00504919513024194
"B5",43,1501.23622703437,"BOGR",0.150123622703437
"B6",43,2448.68982125282,"BOGR",0.244868982125282
"C2",43,191.630392618506,"BOGR",0.0191630392618506
"C3",43,3065.87427170564,"BOGR",0.306587427170564
"C5",43,65.2895411178785,"BOGR",0.00652895411178785
"C6",43,1657.08783634351,"BOGR",0.165708783634351
"D3",43,2439.94265157343,"BOGR",0.243994265157343
"D5",43,1097.5157070484,"BOGR",0.10975157070484
"E1",43,280.253732007779,"BOGR",0.0280253732007779
"E2",43,4502.00557423853,"BOGR",0.450200557423853
"E3",43,4.01355968747128,"BOGR",0.000401355968747128
"E4",43,2950.50078300682,"BOGR",0.295050078300682
"E6",43,123.884743273631,"BOGR",0.0123884743273631
"F1",43,632.173059080159,"BOGR",0.0632173059080159
"F2",43,299.311239525056,"BOGR",0.0299311239525056
"F3",43,94.7322106116088,"BOGR",0.00947322106116088
"F4",43,0,"BOGR",0
"F5",43,1242.75430632317,"BOGR",0.124275430632317
"F8",43,2493.01150081173,"BOGR",0.249301150081173
"D2",43,0,"BOGR",0
"A4",43,0,"BOGR",0
"D4",43,0,"BOGR",0
"E5",43,0,"BOGR",0
"A10",43,0,"BOGR",0
"A8",43,0,"BOGR",0
"A9",43,0,"BOGR",0
"E7",43,0,"BOGR",0
"F7",43,0,"BOGR",0
"A1",44,1504.52051964714,"BOGR",0.150452051964714
"A11",44,836.407445347205,"BOGR",0.0836407445347205
"A12",44,3171.31611277205,"BOGR",0.317131611277205
"A2",44,0,"BOGR",0
"A3",44,0,"BOGR",0
"A5",44,154.517752123187,"BOGR",0.0154517752123187
"A7",44,771.685905233736,"BOGR",0.0771685905233736
"B2",44,0,"BOGR",0
"B3",44,0,"BOGR",0
"B4",44,137.400494337346,"BOGR",0.0137400494337346
"B5",44,1627.58179442469,"BOGR",0.162758179442469
"B6",44,3726.81164707818,"BOGR",0.372681164707818
"C2",44,0,"BOGR",0
"C3",44,3750.77415465969,"BOGR",0.375077415465969
"C5",44,114.724331416732,"BOGR",0.0114724331416732
"C6",44,1778.99532814366,"BOGR",0.177899532814366
"D1",44,868.288249998424,"BOGR",0.0868288249998424
"D3",44,3959.83139970083,"BOGR",0.395983139970083
"D5",44,1535.63489163032,"BOGR",0.153563489163032
"E1",44,164.392432658044,"BOGR",0.0164392432658044
"E3",44,0,"BOGR",0
"E6",44,161.653115362471,"BOGR",0.0161653115362471
"F1",44,785.21250262993,"BOGR",0.078521250262993
"F2",44,405.42900184044,"BOGR",0.040542900184044
"F3",44,187.749038406491,"BOGR",0.0187749038406491
"F4",44,0,"BOGR",0
"F5",44,623.089941673187,"BOGR",0.0623089941673187
"F8",44,2221.394984954,"BOGR",0.2221394984954
"D2",44,0,"BOGR",0
"A4",44,0,"BOGR",0
"D4",44,0,"BOGR",0
"E5",44,0,"BOGR",0
"A10",44,0,"BOGR",0
"A8",44,0,"BOGR",0
"A9",44,0,"BOGR",0
"E7",44,0,"BOGR",0
"F7",44,0,"BOGR",0
"A1",45,1441.8621731328,"BOGR",0.14418621731328
"A11",45,641.582949435416,"BOGR",0.0641582949435416
"A2",45,0,"BOGR",0
"A3",45,0,"BOGR",0
"A5",45,121.195647426676,"BOGR",0.0121195647426676
"A7",45,704.78503658638,"BOGR",0.070478503658638
"B2",45,0,"BOGR",0
"B3",45,0,"BOGR",0
"B4",45,162.639268158987,"BOGR",0.0162639268158987
"B5",45,1678.38613140864,"BOGR",0.167838613140864
"B6",45,4632.12598272,"BOGR",0.463212598272
"C2",45,0,"BOGR",0
"C3",45,3339.11670087432,"BOGR",0.333911670087432
"C5",45,145.667434870533,"BOGR",0.0145667434870533
"C6",45,1236.40729112794,"BOGR",0.123640729112794
"D1",45,969.135227950817,"BOGR",0.0969135227950817
"D3",45,2839.07492908344,"BOGR",0.283907492908344
"D5",45,1490.21266250853,"BOGR",0.149021266250853
"E1",45,210.925144618533,"BOGR",0.0210925144618533
"E3",45,0,"BOGR",0
"E6",45,342.828621499839,"BOGR",0.0342828621499839
"F1",45,664.389204213147,"BOGR",0.0664389204213147
"F2",45,637.382742828269,"BOGR",0.0637382742828269
"F3",45,158.470581274927,"BOGR",0.0158470581274927
"F4",45,0,"BOGR",0
"F5",45,247.343359807888,"BOGR",0.0247343359807888
"F8",45,2455.43512463592,"BOGR",0.245543512463592
"D2",45,0,"BOGR",0
"A4",45,0,"BOGR",0
"D4",45,0,"BOGR",0
"E5",45,0,"BOGR",0
"A10",45,0,"BOGR",0
"A8",45,0,"BOGR",0
"A9",45,0,"BOGR",0
"E7",45,0,"BOGR",0
"F7",45,0,"BOGR",0
"A1",32,0,"HECO",0
"A2",32,0,"HECO",0
"B1",32,42.6858196663132,"HECO",0.00426858196663132
"B2",32,0,"HECO",0
"C1",32,42.5753968975479,"HECO",0.00425753968975479
"C2",32,0,"HECO",0
"D1",32,63.2419579192112,"HECO",0.00632419579192112
"E1",32,0,"HECO",0
"E2",32,93.6081087898903,"HECO",0.00936081087898903
"F1",32,0,"HECO",0
"F2",32,134.123062015456,"HECO",0.0134123062015456
"D2",32,0,"HECO",0
"A1",33,19.6867214004562,"HECO",0.00196867214004562
"A2",33,0,"HECO",0
"A3",33,0,"HECO",0
"A5",33,0,"HECO",0
"A7",33,188.288018692091,"HECO",0.0188288018692091
"B1",33,32.440396659416,"HECO",0.0032440396659416
"B2",33,0,"HECO",0
"B3",33,0,"HECO",0
"B4",33,0,"HECO",0
"B5",33,208.532867923334,"HECO",0.0208532867923334
"C1",33,24.0237384080325,"HECO",0.00240237384080325
"C2",33,0,"HECO",0
"C3",33,19.0695004252676,"HECO",0.00190695004252676
"C4",33,0,"HECO",0
"D1",33,43.3976172732683,"HECO",0.00433976172732683
"D3",33,65.8803024841841,"HECO",0.00658803024841841
"E1",33,0,"HECO",0
"E2",33,101.730819024772,"HECO",0.0101730819024772
"E3",33,0,"HECO",0
"E4",33,0,"HECO",0
"F1",33,0,"HECO",0
"F2",33,181.628857859094,"HECO",0.0181628857859094
"F3",33,177.73755685896,"HECO",0.017773755685896
"F4",33,0,"HECO",0
"F5",33,0,"HECO",0
"D2",33,0,"HECO",0
"A4",33,0,"HECO",0
"A6",33,0,"HECO",0
"D4",33,0,"HECO",0
"E5",33,0,"HECO",0
"F6",33,0,"HECO",0
"A1",34,7.392086407343,"HECO",0.0007392086407343
"A2",34,0,"HECO",0
"A3",34,0,"HECO",0
"A5",34,0,"HECO",0
"A7",34,111.303971046495,"HECO",0.0111303971046495
"B1",34,18.9499747314491,"HECO",0.00189499747314491
"B2",34,0,"HECO",0
"B3",34,0,"HECO",0
"B4",34,0,"HECO",0
"B5",34,141.530772107405,"HECO",0.0141530772107405
"B6",34,0,"HECO",0
"C1",34,29.4224399777191,"HECO",0.00294224399777191
"C2",34,0,"HECO",0
"C3",34,22.7850266114569,"HECO",0.00227850266114569
"C4",34,0,"HECO",0
"C5",34,33.0432989590141,"HECO",0.00330432989590141
"D1",34,41.469959574417,"HECO",0.0041469959574417
"D3",34,31.2472272349444,"HECO",0.00312472272349444
"D5",34,53.8415718968025,"HECO",0.00538415718968025
"E1",34,0,"HECO",0
"E2",34,22.8546569814023,"HECO",0.00228546569814023
"E3",34,0,"HECO",0
"E4",34,0,"HECO",0
"E6",34,256.302210674337,"HECO",0.0256302210674337
"F1",34,0,"HECO",0
"F2",34,90.8481697559482,"HECO",0.00908481697559482
"F3",34,84.5591413998042,"HECO",0.00845591413998042
"F4",34,0,"HECO",0
"F5",34,0,"HECO",0
"D2",34,0,"HECO",0
"D4",34,0,"HECO",0
"E5",34,0,"HECO",0
"F6",34,0,"HECO",0
"A1",35,2.25439667701721,"HECO",0.000225439667701721
"A11",35,0,"HECO",0
"A12",35,36.8773210542993,"HECO",0.00368773210542993
"A2",35,0,"HECO",0
"A3",35,0,"HECO",0
"A5",35,0,"HECO",0
"A7",35,27.8003098063227,"HECO",0.00278003098063227
"B1",35,13.0961207538127,"HECO",0.00130961207538127
"B2",35,0,"HECO",0
"B3",35,0,"HECO",0
"B4",35,0,"HECO",0
"B5",35,63.945712838447,"HECO",0.0063945712838447
"B6",35,0,"HECO",0
"C1",35,43.6068367009383,"HECO",0.00436068367009383
"C2",35,0,"HECO",0
"C3",35,2.49572098255157,"HECO",0.000249572098255157
"C4",35,0,"HECO",0
