"","quad","year","NRquad","totPnumber","totOldPnumber","AvgA","QuadName","Grazing","Group"
"168","Q22",46,0,4,4,7.5,"P7 E1 Q4","no","P7E1"
"169","Q22",49,0,1,1,1,"P7 E1 Q4","no","P7E1"
"170","Q22",50,0,1,1,11,"P7 E1 Q4","no","P7E1"
"171","Q23",32,22,17,17,1,"P10 E1 Q1","no","P10E1"
"172","Q23",33,11,36,36,1.38888888888889,"P10 E1 Q1","no","P10E1"
"173","Q23",34,14,38,38,2.05263157894737,"P10 E1 Q1","no","P10E1"
"174","Q23",35,20,47,47,2.55319148936170,"P10 E1 Q1","no","P10E1"
"175","Q23",36,18,49,49,2.63265306122449,"P10 E1 Q1","no","P10E1"
"176","Q23",37,17,62,62,3.08064516129032,"P10 E1 Q1","no","P10E1"
"177","Q23",38,33,63,63,3.61904761904762,"P10 E1 Q1","no","P10E1"
"178","Q23",39,40,84,84,3.32142857142857,"P10 E1 Q1","no","P10E1"
"179","Q23",40,61,98,98,3.1734693877551,"P10 E1 Q1","no","P10E1"
"180","Q23",41,50,147,147,3.04081632653061,"P10 E1 Q1","no","P10E1"
"181","Q23",45,9,66,66,5.65151515151515,"P10 E1 Q1","no","P10E1"
"182","Q23",46,33,73,73,6.35616438356164,"P10 E1 Q1","no","P10E1"
"183","Q23",49,14,54,54,5.90740740740741,"P10 E1 Q1","no","P10E1"
"184","Q23",50,7,55,55,5.43636363636364,"P10 E1 Q1","no","P10E1"
"185","Q23",51,5,49,49,6.20408163265306,"P10 E1 Q1","no","P10E1"
"186","Q23",54,4,30,30,6.8,"P10 E1 Q1","no","P10E1"
"187","Q23",55,6,29,29,8.72413793103448,"P10 E1 Q1","no","P10E1"
"188","Q24",32,0,2,2,1,"P10 E1 Q2","no","P10E1"
"189","Q24",33,0,1,1,2,"P10 E1 Q2","no","P10E1"
"190","Q24",34,0,1,1,3,"P10 E1 Q2","no","P10E1"
"191","Q24",35,0,2,2,4,"P10 E1 Q2","no","P10E1"
"192","Q24",36,1,1,1,5,"P10 E1 Q2","no","P10E1"
"193","Q24",37,0,1,1,1,"P10 E1 Q2","no","P10E1"
"194","Q24",39,0,1,1,1,"P10 E1 Q2","no","P10E1"
"195","Q24",41,0,1,1,1,"P10 E1 Q2","no","P10E1"
"196","Q24",45,0,1,1,5,"P10 E1 Q2","no","P10E1"
"197","Q24",46,0,1,1,6,"P10 E1 Q2","no","P10E1"
"198","Q24",49,0,2,2,5,"P10 E1 Q2","no","P10E1"
"199","Q24",50,0,1,1,10,"P10 E1 Q2","no","P10E1"
"200","Q24",51,0,1,1,11,"P10 E1 Q2","no","P10E1"
"201","Q24",54,0,2,2,7.5,"P10 E1 Q2","no","P10E1"
"202","Q24",55,0,2,2,8.5,"P10 E1 Q2","no","P10E1"
"203","Q25",32,1,5,5,1,"P10 E1 Q3","no","P10E1"
"204","Q25",33,0,5,5,1.8,"P10 E1 Q3","no","P10E1"
"205","Q25",34,1,3,3,3,"P10 E1 Q3","no","P10E1"
"206","Q25",35,0,3,3,2.66666666666667,"P10 E1 Q3","no","P10E1"
"207","Q25",36,0,3,3,4.66666666666667,"P10 E1 Q3","no","P10E1"
"208","Q25",37,1,3,3,4.66666666666667,"P10 E1 Q3","no","P10E1"
"209","Q25",38,1,4,4,4.5,"P10 E1 Q3","no","P10E1"
"210","Q25",39,3,3,3,3.33333333333333,"P10 E1 Q3","no","P10E1"
"211","Q25",40,4,6,6,3.83333333333333,"P10 E1 Q3","no","P10E1"
"212","Q25",41,2,8,8,3.625,"P10 E1 Q3","no","P10E1"
"213","Q25",45,1,8,8,4,"P10 E1 Q3","no","P10E1"
"214","Q25",46,1,6,6,3.66666666666667,"P10 E1 Q3","no","P10E1"
"215","Q25",49,2,3,3,6,"P10 E1 Q3","no","P10E1"
"216","Q25",50,0,7,7,5.28571428571429,"P10 E1 Q3","no","P10E1"
"217","Q25",51,0,3,3,6.33333333333333,"P10 E1 Q3","no","P10E1"
"218","Q25",54,4,7,7,6.14285714285714,"P10 E1 Q3","no","P10E1"
"219","Q25",55,0,10,10,4.8,"P10 E1 Q3","no","P10E1"
"220","Q26",32,6,19,19,1,"P10 E1 Q4","no","P10E1"
"221","Q26",33,0,19,19,1.68421052631579,"P10 E1 Q4","no","P10E1"
"222","Q26",35,7,23,23,2.78260869565217,"P10 E1 Q4","no","P10E1"
"223","Q26",36,4,24,24,3.04166666666667,"P10 E1 Q4","no","P10E1"
"224","Q26",37,1,22,22,4.31818181818182,"P10 E1 Q4","no","P10E1"
"225","Q26",38,8,22,22,5.81818181818182,"P10 E1 Q4","no","P10E1"
"226","Q26",39,25,27,27,5.18518518518519,"P10 E1 Q4","no","P10E1"
"227","Q26",40,20,48,48,3.79166666666667,"P10 E1 Q4","no","P10E1"
"228","Q26",41,20,60,60,3.7,"P10 E1 Q4","no","P10E1"
"229","Q26",45,49,75,75,4.49333333333333,"P10 E1 Q4","no","P10E1"
"230","Q26",46,19,108,108,3.78703703703704,"P10 E1 Q4","no","P10E1"
"231","Q26",49,12,64,64,5.34375,"P10 E1 Q4","no","P10E1"
"232","Q26",50,11,63,63,5.98412698412698,"P10 E1 Q4","no","P10E1"
"233","Q26",51,16,51,51,5.64705882352941,"P10 E1 Q4","no","P10E1"
"234","Q26",54,20,66,66,5.89393939393939,"P10 E1 Q4","no","P10E1"
"235","Q26",55,15,71,71,5.7887323943662,"P10 E1 Q4","no","P10E1"
"236","Q3",36,1,5,5,1,"E1 Q3","no","E1"
"237","Q3",37,0,2,2,1.5,"E1 Q3","no","E1"
"238","Q3",38,0,2,2,2.5,"E1 Q3","no","E1"
"239","Q3",39,2,1,1,3,"E1 Q3","no","E1"
"240","Q3",40,2,2,2,1,"E1 Q3","no","E1"
"241","Q3",41,5,3,3,1.33333333333333,"E1 Q3","no","E1"
"242","Q3",45,2,11,11,2.45454545454545,"E1 Q3","no","E1"
"243","Q3",46,6,5,5,3.4,"E1 Q3","no","E1"
"244","Q3",49,4,12,12,3.66666666666667,"E1 Q3","no","E1"
"245","Q3",50,7,13,13,3.84615384615385,"E1 Q3","no","E1"
"246","Q3",51,5,19,19,3.84210526315789,"E1 Q3","no","E1"
"247","Q3",54,14,39,39,3.46153846153846,"E1 Q3","no","E1"
"248","Q3",55,7,50,50,3.38,"E1 Q3","no","E1"
"249","Q4",32,17,53,53,1,"E1 Q4","no","E1"
"250","Q4",33,8,43,43,1.60465116279070,"E1 Q4","no","E1"
"251","Q4",34,8,33,33,2.36363636363636,"E1 Q4","no","E1"
"252","Q4",35,18,50,50,3.26,"E1 Q4","no","E1"
"253","Q4",36,23,57,57,3.21052631578947,"E1 Q4","no","E1"
"254","Q4",37,9,66,66,3.54545454545455,"E1 Q4","no","E1"
"255","Q4",38,13,64,64,4.375,"E1 Q4","no","E1"
"256","Q4",39,40,61,61,5,"E1 Q4","no","E1"
"257","Q4",40,27,110,110,4.20909090909091,"E1 Q4","no","E1"
"258","Q4",41,42,109,109,4.5045871559633,"E1 Q4","no","E1"
"259","Q4",45,10,73,73,5.93150684931507,"E1 Q4","no","E1"
"260","Q4",46,11,66,66,6.8030303030303,"E1 Q4","no","E1"
"261","Q4",49,1,29,29,8.55172413793103,"E1 Q4","no","E1"
"262","Q4",50,1,19,19,11.4736842105263,"E1 Q4","no","E1"
"263","Q4",51,0,23,23,11.2173913043478,"E1 Q4","no","E1"
"264","Q4",54,4,21,21,11,"E1 Q4","no","E1"
"265","Q4",55,8,25,25,10.72,"E1 Q4","no","E1"
"266","Q5",33,0,1,1,1,"E1 Q5","no","E1"
"267","Q5",34,0,1,1,2,"E1 Q5","no","E1"
"268","Q5",40,1,3,3,1,"E1 Q5","no","E1"
"269","Q5",41,2,3,3,1.66666666666667,"E1 Q5","no","E1"
"270","Q5",45,2,2,2,3.5,"E1 Q5","no","E1"
"271","Q5",46,0,3,3,3,"E1 Q5","no","E1"
"272","Q5",49,0,2,2,7,"E1 Q5","no","E1"
"273","Q5",50,1,1,1,11,"E1 Q5","no","E1"
"274","Q5",51,0,3,3,6.33333333333333,"E1 Q5","no","E1"
"275","Q5",54,1,1,1,4,"E1 Q5","no","E1"
"276","Q5",55,0,2,2,3,"E1 Q5","no","E1"
"277","Q6",36,0,2,2,1,"E1 Q6","no","E1"
"278","Q6",40,0,1,1,1,"E1 Q6","no","E1"
"279","Q6",45,1,1,1,1,"E1 Q6","no","E1"
"280","Q6",46,1,1,1,1,"E1 Q6","no","E1"
"281","Q6",49,0,3,3,2,"E1 Q6","no","E1"
"282","Q6",50,3,2,2,3.5,"E1 Q6","no","E1"
"283","Q6",51,2,5,5,2.4,"E1 Q6","no","E1"
"284","Q6",54,1,6,6,5,"E1 Q6","no","E1"
"285","Q6",55,0,7,7,4.85714285714286,"E1 Q6","no","E1"
"286","Q7",29,1,6,6,1.5,"P1 E1 Q1","no","P1E1"
"287","Q7",30,1,3,3,2.66666666666667,"P1 E1 Q1","no","P1E1"
"288","Q7",31,1,6,6,3,"P1 E1 Q1","no","P1E1"
"289","Q7",32,0,5,5,3.8,"P1 E1 Q1","no","P1E1"
"290","Q7",33,0,1,1,5,"P1 E1 Q1","no","P1E1"
"291","Q7",35,0,2,2,5.5,"P1 E1 Q1","no","P1E1"
"292","Q7",36,1,1,1,5,"P1 E1 Q1","no","P1E1"
"293","Q7",37,0,2,2,3.5,"P1 E1 Q1","no","P1E1"
"294","Q7",38,1,2,2,4.5,"P1 E1 Q1","no","P1E1"
"295","Q7",39,3,2,2,4.5,"P1 E1 Q1","no","P1E1"
"296","Q7",40,0,5,5,2.8,"P1 E1 Q1","no","P1E1"
"297","Q7",41,1,1,1,3,"P1 E1 Q1","no","P1E1"
"298","Q8",29,0,5,5,1,"P1 E1 Q2","no","P1E1"
"299","Q8",30,1,4,4,2,"P1 E1 Q2","no","P1E1"
"300","Q8",31,0,2,2,2,"P1 E1 Q2","no","P1E1"
"301","Q8",32,3,2,2,4,"P1 E1 Q2","no","P1E1"
"302","Q8",33,1,6,6,3,"P1 E1 Q2","no","P1E1"
"303","Q8",34,0,5,5,3.4,"P1 E1 Q2","no","P1E1"
"304","Q8",35,5,4,4,3.75,"P1 E1 Q2","no","P1E1"
"305","Q8",36,1,7,7,2.42857142857143,"P1 E1 Q2","no","P1E1"
"306","Q8",37,3,4,4,4.25,"P1 E1 Q2","no","P1E1"
"307","Q8",38,14,5,5,3.2,"P1 E1 Q2","no","P1E1"
"308","Q8",39,2,17,17,1.82352941176471,"P1 E1 Q2","no","P1E1"
"309","Q8",40,1,7,7,4.85714285714286,"P1 E1 Q2","no","P1E1"
"310","Q8",41,4,6,6,5.66666666666667,"P1 E1 Q2","no","P1E1"
"311","Q8",45,4,18,18,2.33333333333333,"P1 E1 Q2","no","P1E1"
"312","Q8",46,1,11,11,4.45454545454545,"P1 E1 Q2","no","P1E1"
"313","Q8",49,5,10,10,4.6,"P1 E1 Q2","no","P1E1"
"314","Q8",50,5,17,17,4,"P1 E1 Q2","no","P1E1"
"315","Q8",51,4,16,16,4,"P1 E1 Q2","no","P1E1"
"316","Q8",54,6,19,19,6.1578947368421,"P1 E1 Q2","no","P1E1"
"317","Q8",55,2,19,19,5.36842105263158,"P1 E1 Q2","no","P1E1"
"318","Q8",56,6,10,10,6.2,"P1 E1 Q2","no","P1E1"
"319","Q9",30,0,1,1,1,"P1 E1 Q3","no","P1E1"
"320","Q9",33,0,1,1,4,"P1 E1 Q3","no","P1E1"
"321","Q9",34,0,1,1,5,"P1 E1 Q3","no","P1E1"
"322","Q9",35,0,1,1,6,"P1 E1 Q3","no","P1E1"
"323","Q9",36,1,1,1,7,"P1 E1 Q3","no","P1E1"
"324","Q9",37,4,2,2,4.5,"P1 E1 Q3","no","P1E1"
"325","Q9",38,3,5,5,1.2,"P1 E1 Q3","no","P1E1"
"326","Q9",39,2,5,5,1.6,"P1 E1 Q3","no","P1E1"
"327","Q9",40,3,4,4,4.25,"P1 E1 Q3","no","P1E1"
"328","Q9",41,2,6,6,3.66666666666667,"P1 E1 Q3","no","P1E1"
"329","Q9",45,1,12,12,3.33333333333333,"P1 E1 Q3","no","P1E1"
"330","Q9",46,0,9,9,5.77777777777778,"P1 E1 Q3","no","P1E1"
"331","Q9",49,0,4,4,11.5,"P1 E1 Q3","no","P1E1"
"332","Q9",50,0,3,3,8.66666666666667,"P1 E1 Q3","no","P1E1"
"333","Q9",51,2,1,1,12,"P1 E1 Q3","no","P1E1"
"334","Q9",54,3,4,4,8,"P1 E1 Q3","no","P1E1"
"335","Q9",55,5,6,6,6.16666666666667,"P1 E1 Q3","no","P1E1"
"336","Q9",56,1,10,10,3.4,"P1 E1 Q3","no","P1E1"
